股票代码,股票名称
300903,科翔股份
301132,满坤科技
600184,光电股份
600228,返利科技
600488,津药药业
600508,上海能源
600744,华银电力
600830,香溢融通
600869,远东股份
601015,陕西黑猫
603186,华正新材
603200,上海洗霸
603386,骏亚科技
603657,春光科技
603936,博敏电子
603938,三孚股份
605058,澳弘电子
605577,龙版传媒
605580,恒盛能源
688185,康希诺
688813,泰金新能
000026,飞亚达
000062,深圳华强
000523,红棉股份
000526,学大教育
000596,古井贡酒
000603,盛达资源
000620,盈新发展
000720,新能泰山
000811,冰轮环境
000831,中国稀土
001277,速达股份
001309,德明利
001330,博纳影业
001358,兴欣新材
001696,宗申动力
002038,双鹭药业
002161,远 望 谷
002322,理工能科
002354,天娱数科
002421,达实智能
002448,中原内配
002476,新叶股份
002638,勤上股份
002645,华宏科技
002706,良信股份
002721,金一文化
002774,快意电梯
002907,华森制药
002951,金时科技
002953,日丰股份
002957,科瑞技术
002975,博杰股份
002989,中天精装
300017,网宿科技
300142,沃森生物
300333,兆日科技
300345,华民股份
300368,汇金股份
300456,赛微电子
300570,太辰光
300679,电连技术
300765,石药创新
300841,康华生物
300922,天秦装备
301060,兰卫医学
301106,骏成科技
301127,武汉天源
301129,瑞纳智能
301211,亨迪药业
600095,湘财股份
600108,亚盛集团
600162,香江控股
600198,大唐电信
600206,有研新材
600288,大恒科技
600353,旭光电子
600367,红星发展
600378,昊华科技
600379,宝光股份
600397,江钨装备
600403,大有能源
600487,亨通光电
600536,中国软件
600551,时代出版
600604,市北高新
600641,先导基电
600667,太极实业
600683,京投发展
600698,湖南天雁
600829,人民同泰
601118,海南橡胶
601212,白银有色
601566,九牧王
603052,可川科技
603079,圣达生物
603123,翠微股份
603297,永新光学
603626,科森科技
603629,利通电子
603690,至纯科技
603725,天安新材
603773,沃格光电
603848,好太太
603890,春秋电子
603900,莱绅通灵
603912,佳力图
605060,联德股份
605077,华康股份
605289,罗曼股份
605398,新炬网络
605488,福莱新材
688003,天准科技
688286,敏芯股份
688378,奥来德
688662,富信科技
688790,昂瑞微
920021,流金科技
000007,全新好
000017,深中华A
000520,凤凰航运
000560,我爱我家
000887,中鼎股份
000890,法尔胜
000912,泸天化
000977,浪潮信息
002017,东信和平
002084,海鸥住工
002094,青岛金王
002124,天邦食品
002229,鸿博股份
002281,光迅科技
002295,精艺股份
002418,康盛股份
002582,好想你
002880,卫光生物
002942,新农股份
003040,楚天龙
300120,经纬辉开
300122,智飞生物
300197,节能铁汉
300598,诚迈科技
300830,金现代
300929,华骐环保
301177,迪阿股份
301550,斯菱智驱
600103,青山纸业
600227,赤天化
600540,新赛股份
600610,中毅达
600613,神奇制药
600722,金牛化工
600785,新华百货
600857,宁波中百
603009,北特科技
603089,正裕工业
603093,南华期货
603095,越剑智能
603102,百合股份
603113,金能科技
603122,合富中国
603318,水发燃气
603358,华达科技
603716,塞力医疗
603721,中广天择
603801,志邦家居
605288,凯迪股份
688112,鼎阳科技
000020,深华发Ａ
000428,华天酒店
000716,黑芝麻
000735,罗 牛 山
000737,北方铜业
000833,粤桂股份
000930,中粮科技
001366,播恩集团
002277,友阿股份
002329,皇氏集团
002365,永安药业
002403,爱仕达
002437,誉衡药业
002515,金字火腿
002589,瑞康医药
002655,共达电声
002661,克明食品
002703,浙江世宝
002742,冀衡医药
301231,荣信文化
600272,开开实业
600712,南宁百货
600721,百花医药
600737,中粮糖业
601700,风范股份
603118,共进股份
603366,日出东方
603396,金辰股份
603696,安记食品
603823,百合花
605179,一鸣食品
688167,炬光科技
688677,海泰新光
000048,京基智农
000505,京粮控股
001258,立新能源
002041,登海种业
002072,凯瑞德
002081,金 螳 螂
002165,红 宝 丽
300189,神农种业
300970,华绿生物
600313,农发种业
600318,新力金融
600693,东百集团
600815,厦工股份
600881,亚泰集团
603016,新宏泰
603191,望变电气
603330,天洋新材
603395,红四方
603559,中通国脉
603580,艾艾精工
603958,哈森股份
605188,国光连锁
688368,晶丰明源
688433,华曙高科
920855,浙江大农
